Maker,Model,Adv_year,Adv_month,Color,Reg_year,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price,Seat_num,Door_num,issue,issue_id,Adv_day,breakdown_date,repair_complexity,repair_cost,repair_hours,Claim,category_anomaly,repair_date
Ford,Focus,2021,5,White,2019,Hatchback,13461,1.0L,Manual,Petrol,16400,5,5,Starter Motor Issue,0,25,5/25/21,1,224,3,0,0,5/25/21
Fiat,500C,2018,2,Black,2015,Convertible,18403,0.9L,Manual,Petrol,5450,4,2,Electrical Issue,2,23,2/23/18,1,20.9,0.5,0,0,2/23/18
Citroen,DS3,2017,11,Silver,2015,Hatchback,32256,1.6L,Manual,Diesel,7695,4,3,Tyre Alignment,0,12,11/12/17,2,20.7695,1,0,0,11/12/17
Citroen,C4,2018,4,Black,2009,Hatchback,67000,1.6L,Manual,Diesel,2995,5,5,Excessive Emissions,0,7,4/7/18,2,42.6955,2,0,0,4/7/18
Ford,C-Max,2018,8,Black,2010,MPV,74000,1.8L,Manual,Diesel,3500,5,5,Excessive Emissions,0,6,8/6/18,1,23.15,1,0,0,8/6/18
Ford,C-Max,2018,7,Red,2017,MPV,14855,1.0L,Manual,Petrol,13499,5,5,Windscreen Crack,0,17,7/17/18,1,28.0994,1,0,0,7/17/18
Ford,C-Max,2018,4,Grey,2012,MPV,25600,1.6L,Manual,Petrol,6900,5,5,Excessive Emissions,0,8,4/8/18,1,26.21,1,0,0,4/8/18
Fiat,Punto Evo,2018,8,White,2010,Hatchback,57000,1.4L,Manual,Petrol,3490,4,3,Tyre Alignment,0,16,8/16/18,1,10.349,0.5,0,0,8/16/18
Ford,B-Max,2018,6,Black,2016,MPV,43664,1.5L,Manual,Diesel,8330,5,5,Radiator Leaking,0,23,6/23/18,1,206.6,2,0,0,6/23/18
Citroen,C4,2018,8,White,2011,Hatchback,127000,1.6L,Manual,Diesel,3499,17,5,Sensor Malfunction,0,20,8/20/18,2,294.95,6,1,0,8/21/18
Honda,HR-V,2021,5,Silver,2019,SUV,15333,1.5L,Automatic,Petrol,20900,5,5,Warning Light,0,4,5/4/21,1,389,9,0,0,5/6/21
Dacia,Duster,2018,5,White,2017,SUV,14240,1.6L,Manual,Petrol,9799,5,5,Transmission Issue,1,5,5/5/18,1,109.397,4,0,0,5/6/18
Fiat,500,2018,6,Pink,2015,Hatchback,5578,1.2L,Manual,Petrol,8150,4,3,Steering Wheel Shaking,0,28,6/28/18,1,28.15,1,0,0,6/28/18
Ford,Ka,2018,6,Red,2002,Hatchback,71465,1.3L,Manual,Petrol,695,5,3,Tyre Alignment,0,19,6/19/18,1,10.0695,0.5,0,0,6/19/18
Ford,Ka,2018,6,Red,2012,Hatchback,58960,1.2L,Manual,Petrol,4495,4,3,Engine Issue,4,19,6/19/18,1,2287.278247,1575.840883,1,0,6/22/18
Ford,Kuga,2018,1,Grey,2017,SUV,12532,1.5L,Manual,Diesel,16488,5,5,Starter Motor Issue,0,17,1/17/18,1,224.88,3,0,0,1/17/18
Ford,Mondeo,2018,8,Silver,2011,Estate,99992,2.0L,Manual,Diesel,4991,5,5,Sensor Malfunction,0,22,8/22/18,1,309.55,3,0,0,8/22/18
Fiat,500,2018,6,White,2010,Hatchback,34480,1.2L,Manual,Petrol,3850,4,3,Excessive Emissions,0,12,6/12/18,1,23.465,1,0,0,6/12/18
Citroen,DS3,2018,3,Purple,2015,Hatchback,16447,1.6L,Manual,Petrol,9795,5,3,Windscreen Crack,0,8,3/8/18,2,45.877,2,0,0,3/8/18
Hyundai,i30,2018,4,Silver,2010,Hatchback,149505,1.4L,Manual,Petrol,1995,5,5,Engine Issue,1,9,4/9/18,1,559,8,0,0,4/11/18
Fiat,Punto Evo,2018,8,Blue,2010,Hatchback,37000,1.4L,Manual,Petrol,3295,4,5,Electrical Issue,4,18,8/18/18,1,49.885,2,0,0,8/18/18
Citroen,C4,2018,8,Black,2005,Hatchback,62469,1.6L,Automatic,Petrol,1490,5,5,Steering Wheel Shaking,0,22,8/22/18,2,41.49,2,0,0,8/22/18
Ford,Fiesta,2018,8,Blue,2005,Hatchback,53000,2.0L,Manual,Petrol,2500,5,3,Radiator Leaking,0,10,8/10/18,1,90,2,0,0,8/10/18
Honda,CR-V,2018,8,Grey,2016,SUV,16276,2.0L,Manual,Petrol,18495,5,5,Flat Tyres,0,10,8/10/18,1,25.5485,1,0,0,8/10/18
Honda,HR-V,2018,4,Black,2018,SUV,10,1.6L,Manual,Diesel,19990,5,5,Transmission Issue,2,9,4/9/18,1,199.93,3,0,0,4/9/18
Citroen,Grand C4 Picasso,2018,7,Red,2016,MPV,8046,1.6L,Manual,Diesel,14700,12,5,Brake Pads Worn,0,22,7/22/18,2,87.35,4,1,0,7/23/18
Dacia,Sandero Stepway,2018,5,Gelb,2015,Hatchback,30648,0.9L,Manual,Petrol,6000,5,5,Radiator Leaking,0,13,5/13/18,1,160,2,1,1,5/13/18
Ford,Focus,2018,7,White,2010,Hatchback,129543,1.6L,Manual,Diesel,2193,5,5,Steering Wheel Shaking,0,4,7/4/18,1,22.193,1,0,0,7/4/18
Honda,Jazz,2017,12,Blue,2017,Hatchback,50,1.3L,Manual,Petrol,14955,5,5,Electrical Issue,5,17,12/17/17,1,74.955,3,0,0,12/17/17
Citroen,C4 Cactus,2017,12,Grey,2017,Hatchback,16528,1.2L,Manual,Petrol,9799,5,5,Electrical Issue,5,10,12/10/17,2,129.799,6,0,0,12/11/17
Fiat,500X,2018,3,Silver,2017,Estate,10,1.6L,Manual,Diesel,15798,20,0,Flat Tyres,0,12,3/12/18,1,24.7394,1,1,0,3/12/18
Fiat,500,2018,8,Black,2009,Hatchback,58768,1.3L,Manual,Diesel,2750,4,3,Transmission Issue,1,13,8/13/18,1,88.25,4,0,0,8/14/18
Abarth,595C,2018,7,Grey,2015,Convertible,19215,1.4L,Manual,Petrol,12995,4,2,Gear Box Issue,0,23,7/23/18,2,209.95,4,0,0,7/24/18
Ford,Fiesta,2018,7,Grey,2009,Hatchback,103788,1.4L,Manual,Petrol,3350,5,3,Steering Wheel Shaking,0,16,7/16/18,1,134.1803795,1,1,0,7/16/18
Citroen,C3 Picasso,2017,8,Blue,2011,MPV,29000,1.6L,Manual,Petrol,4495,5,5,Electrical Issue,2,5,8/5/17,2,28.99,1,0,0,8/5/17
Citroen,Berlingo,2018,5,Blue,2014,MPV,16700,1.6L,Automatic,Diesel,9995,5,5,Excessive Emissions,0,6,5/6/18,2,48.9955,2,0,0,5/6/18
Ford,EcoSport,2018,8,Silver,2015,SUV,42167,1.0L,Manual,Petrol,8500,5,5,Excessive Emissions,0,13,8/13/18,1,27.65,1,0,0,8/13/18
Citroen,C3 Aircross,2018,6,Beige,2018,SUV,535,1.2L,Manual,Petrol,16650,5,5,Flat Tyres,0,10,6/10/18,2,44.995,2,0,0,6/10/18
Ford,Galaxy,2018,8,Silver,2007,MPV,99237,1.8L,Manual,Diesel,4194,7,5,Steering Wheel Shaking,0,4,8/4/18,1,24.194,1,0,0,8/4/18
Ford,Mondeo,2018,5,Silver,2008,Hatchback,127000,2.0L,Manual,Diesel,1599,5,5,Radiator Leaking,0,2,5/2/18,1,71.98,2,0,0,5/2/18
Citroen,Berlingo Multispace,2018,1,Red,2004,MPV,108000,2.0L,Manual,Diesel,1595,5,5,Windscreen Crack,0,26,1/26/18,2,40.957,2,0,0,1/26/18
Citroen,DS3 Cabrio,2018,4,Red,2013,Convertible,33856,1.6L,Manual,Petrol,7500,5,2,Windscreen Crack,0,25,4/25/18,2,44.5,2,0,0,4/25/18
Ford,Mondeo,2018,5,Blue,2014,Hatchback,32165,2.0L,Manual,Diesel,11000,5,5,Engine Issue,4,22,5/22/18,1,750,10,0,0,5/24/18
Ford,Mondeo,2018,5,Grey,2007,Hatchback,121000,1.8L,Manual,Diesel,1995,5,5,Steering Wheel Shaking,0,16,5/16/18,1,21.995,1,0,0,5/16/18
Dodge,Nitro,2018,3,Red,2007,SUV,108711,2.8L,Automatic,Diesel,4999,5,5,Alternator Failing,0,8,3/8/18,4,259.98,8,0,0,3/10/18
Ford,Mondeo,2018,5,Brown,2012,Hatchback,98000,2.0L,Manual,Diesel,5950,5,5,Transmission Issue,1,5,5/5/18,1,97.85,4,0,0,5/6/18
Ford,Ka,2018,6,Black,2012,Hatchback,57000,1.2L,Manual,Petrol,4499,4,3,Alternator Failing,0,7,6/7/18,1,129.98,2,0,0,6/7/18
Fiat,500,2018,5,White,2010,Hatchback,70698,1.2L,Manual,Petrol,3890,4,3,Excessive Emissions,0,21,5/21/18,1,23.501,1,0,0,5/21/18
Ford,Edge,2018,1,Blue,2017,SUV,1054,2.0L,Manual,Diesel,26541,5,5,Alternator Failing,0,27,1/27/18,1,570.82,2,0,0,1/27/18
Honda,Jazz,2018,5,White,2015,Hatchback,19997,1.4L,Manual,Petrol,8500,5,5,Warning Light,0,22,5/22/18,1,265,9,0,0,5/24/18
Ford,B-Max,2018,5,Gelb,2012,MPV,52000,1.0L,Manual,Petrol,6250,5,5,Windscreen Crack,0,3,5/3/18,1,23.75,1,1,1,5/3/18
Ford,Mondeo,2018,8,Grey,2015,Hatchback,67560,2.0L,Manual,Diesel,10500,5,5,Electrical Issue,1,18,8/18/18,1,207.1071927,2,1,0,8/18/18
Abarth,595,2018,9,Grey,2017,Hatchback,4122,1.4L,Manual,Petrol,11495,2,3,Electrical Issue,2,1,9/1/18,2,42.99,1,0,0,9/1/18
Citroen,C1,2021,4,Red,2019,Hatchback,4864,1.0L,Manual,Petrol,8531,4,5,Excessive Emissions,0,9,4/9/21,2,47.6779,2,0,0,4/9/21
Ford,Fiesta,2018,6,Red,2008,Hatchback,105900,1.6L,Manual,Diesel,2650,5,3,Starter Motor Issue,0,23,6/23/18,1,506.5378344,264.7934067,1,0,6/29/18
Ford,Mondeo,2018,8,Black,2011,Hatchback,140000,2.0L,Manual,Diesel,2995,5,5,Electrical Issue,4,21,8/21/18,1,48.985,2,0,0,8/21/18
Citroen,Grand C4 Picasso,2018,5,Grey,2018,MPV,50,1.2L,Automatic,Petrol,19490,5,5,Starter Motor Issue,0,14,5/14/18,2,314.9,6,0,0,5/15/18
Honda,CR-V,2018,8,Gelb,2018,SUV,20,1.6L,Manual,Diesel,29900,5,5,Brake Pads Worn,0,8,8/8/18,1,296.6291513,167.9183909,1,1,8/19/18
Ford,C-Max,2018,5,Black,2011,MPV,41678,1.6L,Manual,Diesel,6980,5,5,Sensor Malfunction,0,5,5/5/18,1,409,3,0,0,5/5/18
Citroen,C4 Picasso,2018,4,Grey,2007,MPV,72000,1.6L,Automatic,Diesel,2990,5,5,Brake Pads Worn,0,1,4/1/18,2,81.495,4,0,0,4/2/18
Ford,Mondeo,2018,7,Blue,2013,Hatchback,8000,2.0L,Manual,Diesel,11995,5,5,Windscreen Crack,0,11,7/11/18,1,27.197,1,0,0,7/11/18
Ford,Ka+,2018,5,White,2016,Hatchback,6195,1.2L,Manual,Petrol,8000,5,5,Steering Wheel Shaking,0,26,5/26/18,1,28,1,0,0,5/26/18
Honda,CR-V,2018,5,Blue,2016,SUV,14210,2.0L,Manual,Petrol,17500,5,5,Electrical Issue,2,25,5/25/18,1,45,0.5,0,0,5/25/18
Citroen,DS3,2017,6,Multicolour,2014,Hatchback,27172,1.6L,Manual,Diesel,8000,5,3,Flat Tyres,0,9,6/9/17,2,42.4,2,0,0,6/9/17
Fiat,500,2018,8,Green,2016,Hatchback,13681,1.2L,Manual,Petrol,7845,4,3,Starter Motor Issue,0,27,8/27/18,1,138.45,3,0,0,8/27/18
Citroen,DS4,2018,6,Silver,2012,Hatchback,28257,1.6L,Manual,Diesel,7495,5,5,Engine Issue,2,3,6/3/18,2,1764.25,32,0,0,6/11/18
Fiat,500,2018,7,Yellow,2015,Hatchback,25400,1.2L,Manual,Petrol,5600,4,3,Electrical Issue,3,24,7/24/18,1,48,1,0,0,7/24/18
Ford,Mustang,2018,2,Gelb,2018,Convertible,10,5.0L,Manual,Petrol,42775,20,0,Excessive Emissions,0,3,2/3/18,1,58.4975,1,1,1,2/3/18
Ford,Grand C-Max,2018,2,Grey,2017,MPV,8000,1.5L,Automatic,Diesel,14595,5,5,Gear Box Issue,0,3,2/3/18,1,185.95,2,0,0,2/3/18
Ford,Mondeo,2018,5,Black,2011,Estate,86000,2.0L,Manual,Petrol,5995,5,5,Alternator Failing,0,7,5/7/18,1,159.9,2,0,0,5/7/18
Ford,Focus,2021,6,Grey,2019,Hatchback,6071,1.0L,Manual,Petrol,15600,5,5,Tyre Alignment,0,28,6/28/21,1,11.56,0.5,0,0,6/28/21
Ford,Fiesta,2018,7,Blue,2006,Hatchback,85000,1.25L,Manual,Petrol,1299,5,5,Brake Pads Worn,0,2,7/2/18,1,40.6495,2,0,0,7/2/18
DS,3,2018,3,Black,2017,Hatchback,500,1.6L,Manual,Diesel,10995,5,3,Warning Light,0,10,3/10/18,2,469.95,18,0,0,3/14/18
Honda,Civic,2018,5,Blue,2009,Hatchback,50000,1.4L,Manual,Petrol,3995,5,5,Steering Wheel Shaking,0,21,5/21/18,1,23.995,1,0,0,5/21/18
Honda,CR-V,2018,5,Black,2008,SUV,105750,2.2L,Manual,Diesel,4495,5,5,Flat Tyres,0,7,5/7/18,1,21.3485,1,0,0,5/7/18
Honda,Civic,2018,4,Gold,2002,Hatchback,110000,1.6L,Automatic,Petrol,1500,5,3,Warning Light,0,24,4/24/18,1,195,9,0,0,4/26/18
DS,3 Cabrio,2018,4,White,2015,Convertible,25699,1.2L,Manual,Petrol,8700,5,2,Steering Wheel Shaking,0,21,4/21/18,2,48.7,2,0,0,4/21/18
Citroen,DS3,2018,8,White,2014,Hatchback,31000,1.6L,Manual,Diesel,7500,5,3,Transmission Issue,1,14,8/14/18,2,664.1218274,646.5097326,1,0,8/25/18
Citroen,DS4,2018,4,Blue,2013,Hatchback,92675,1.6L,Manual,Diesel,5600,5,5,Sensor Malfunction,0,15,4/15/18,2,1629.166313,1299.773855,1,0,5/9/18
Ford,B-Max,2018,6,White,2016,MPV,22500,1.5L,Manual,Diesel,9995,5,5,Steering Wheel Shaking,0,25,6/25/18,1,29.995,1,0,0,6/25/18
Ford,Focus,2018,7,Gelb,2008,Hatchback,77000,2.5L,Manual,Petrol,6489,5,3,Flat Tyres,0,14,7/14/18,1,21.9467,1,1,1,7/14/18
Ford,Fiesta,2018,5,Silver,2013,Hatchback,98874,1.5L,Manual,Diesel,3995,5,5,Starter Motor Issue,0,4,5/4/18,1,99.95,3,0,0,5/4/18
Ford,Focus,2018,8,Black,2014,Hatchback,29000,1.0L,Manual,Petrol,7990,5,5,Sensor Malfunction,0,10,8/10/18,1,459.5,3,0,0,8/10/18
Ford,Fiesta,2018,8,Silver,2018,Hatchback,1522,1.0L,Manual,Petrol,13995,5,3,Steering Wheel Shaking,0,22,8/22/18,1,33.995,1,0,0,8/22/18
Fiat,Grande Punto,2018,5,Grey,2007,Hatchback,45000,1.2L,Manual,Petrol,1999,4,5,Gear Box Issue,0,26,5/26/18,1,59.99,2,0,0,5/26/18
Honda,CR-V,2018,8,Blue,2013,SUV,53050,2.2L,Automatic,Diesel,12250,5,5,Flat Tyres,0,12,8/12/18,1,23.675,1,0,0,8/12/18
Honda,CR-V,2018,8,White,2018,SUV,5486,1.6L,Manual,Diesel,19995,5,5,Engine Issue,4,12,8/12/18,1,1199.75,10,0,0,8/14/18
Citroen,DS3,2018,7,Black,2013,Hatchback,30000,1.6L,Manual,Diesel,6499,5,3,Steering Wheel Shaking,0,27,7/27/18,2,46.499,2,0,0,7/27/18
Dacia,Sandero Stepway,2021,5,Blue,2019,Hatchback,8285,0.9L,Manual,Petrol,9395,5,5,Alternator Failing,0,3,5/3/21,1,227.9,2,0,0,5/3/21
Ford,Edge,2018,5,White,2017,SUV,15133,2.0L,Automatic,Diesel,23699,5,5,Electrical Issue,2,9,5/9/18,1,57.398,0.5,0,0,5/9/18
Ford,S-Max,2017,11,Black,2014,MPV,50000,2.0L,Automatic,Diesel,14975,7,5,Gear Box Issue,0,8,11/8/17,1,189.75,2,0,0,11/8/17
Ford,Mondeo,2017,11,Silver,2008,Hatchback,77000,2.0L,Automatic,Diesel,3995,5,5,Tyre Alignment,0,25,11/25/17,1,10.3995,0.5,0,0,11/25/17
DS,4 Crossback,2018,5,Grey,2018,Hatchback,10,1.2L,Manual,Petrol,18998,5,5,Engine Issue,2,7,5/7/18,2,13839.33182,12671.37886,1,0,5/24/18
Fiat,500,2018,2,Blue,2013,Hatchback,31000,1.2L,Manual,Petrol,5990,4,3,Gear Box Issue,0,6,2/6/18,1,99.9,2,0,0,2/6/18
Ford,Mondeo,2018,5,Blue,2014,Estate,150000,2.0L,Manual,Diesel,5999,5,5,Brake Pads Worn,0,21,5/21/18,1,42.9995,2,0,0,5/21/18
Ford,Focus,2018,8,Blue,2004,Hatchback,96667,2.0L,Manual,Petrol,850,5,5,Radiator Leaking,0,20,8/20/18,1,57,2,0,0,8/20/18
Citroen,Grand C4 Picasso,2018,7,Grey,2009,MPV,95000,1.6L,Manual,Diesel,2600,7,5,Flat Tyres,0,22,7/22/18,2,40.78,2,0,0,7/22/18
Ford,Ka,2018,6,Blue,2010,Hatchback,54053,1.2L,Manual,Petrol,3695,4,3,Warning Light,0,7,6/7/18,1,216.95,9,0,0,6/9/18
Fiat,500X,2018,7,Red,2015,SUV,19101,1.4L,Manual,Petrol,10490,5,5,Sensor Malfunction,0,11,7/11/18,1,584.5,3,0,0,7/11/18
Ford,Mondeo,2018,8,Gelb,2017,Hatchback,85,2.0L,Manual,Diesel,15900,5,5,Steering Wheel Shaking,0,19,8/19/18,1,35.9,1,1,1,8/19/18
Ford,Focus,2018,8,Brown,2014,Hatchback,51000,1.0L,Manual,Petrol,5995,5,5,Electrical Issue,2,12,8/12/18,1,21.99,0.5,0,0,8/12/18
Ford,Focus,2021,5,Blue,2019,Estate,8000,1.0L,Manual,Petrol,16495,5,5,Electrical Issue,4,27,5/27/21,1,309.6210086,314.5218878,1,0,6/14/21
Honda,Civic,2018,5,Blue,2014,Hatchback,61939,1.6L,Manual,Diesel,9490,5,5,Tyre Alignment,0,2,5/2/18,1,10.949,0.5,0,0,5/2/18
Ferrari,360,2017,10,White,2004,Coupe,12000,3.6L,Automatic,Petrol,164950,20,2,Engine Issue,4,12,10/12/17,3,36269.16517,27379.02938,1,0,10/16/17
Ford,Focus,2018,7,Black,2002,Hatchback,34000,1.6L,Manual,Petrol,995,5,5,Warning Light,0,9,7/9/18,1,189.95,9,0,0,7/11/18
Fiat,500,2018,5,Pink,2017,Hatchback,6850,1.2L,Manual,Petrol,8599,4,3,Tyre Alignment,0,22,5/22/18,1,38.20813899,0.5,1,0,5/22/18
Ford,C-Max,2018,8,Black,2015,MPV,77193,1.6L,Manual,Diesel,6462,5,5,Starter Motor Issue,0,3,8/3/18,1,124.62,3,0,0,8/3/18
DS,3,2018,2,Purple,2015,Hatchback,10923,1.6L,Manual,Diesel,9695,5,3,Electrical Issue,5,27,2/27/18,2,129.695,6,0,0,2/28/18
Ford,C-Max,2018,8,Red,2007,MPV,79000,1.6L,Manual,Petrol,2395,5,5,Steering Wheel Shaking,0,25,8/25/18,1,22.395,1,0,0,8/25/18
Ford,Fiesta,2018,8,Gelb,2017,Hatchback,7435,1.0L,Manual,Petrol,8770,5,3,Brake Pads Worn,0,10,8/10/18,1,44.385,2,1,1,8/10/18
Honda,CR-V,2018,5,White,2014,SUV,42748,2.2L,Automatic,Diesel,15475,5,5,Excessive Emissions,0,5,5/5/18,1,33.9275,1,0,0,5/5/18
Citroen,Grand C4 Picasso,2018,5,Red,2011,MPV,86000,1.6L,Manual,Diesel,4499,7,5,Electrical Issue,5,4,5/4/18,2,408.1648588,475.5262859,1,0,6/1/18
Fiat,500,2018,7,Blue,2015,Hatchback,36000,0.9L,Manual,Petrol,6599,4,3,Brake Pads Worn,0,15,7/15/18,1,43.2995,2,0,0,7/15/18
Honda,Civic,2018,8,Grey,2004,Hatchback,154000,1.4L,Manual,Petrol,400,5,5,Steering Wheel Shaking,0,5,8/5/18,1,20.4,1,0,0,8/5/18
Ford,Edge,2018,8,Gelb,2017,SUV,11400,2.0L,Automatic,Diesel,25490,5,5,Electrical Issue,3,12,8/12/18,1,668.0372679,1,1,1,8/12/18
Ford,Focus,2018,8,Grey,2018,Hatchback,8954,1.0L,Manual,Petrol,15700,5,5,Tyre Alignment,0,8,8/8/18,1,11.57,0.5,0,0,8/8/18
Abarth,595,2018,8,Grey,2017,Hatchback,3800,1.4L,Manual,Petrol,12999,4,3,Alternator Failing,0,2,8/2/18,2,339.98,4,0,0,8/3/18
Ford,Fusion,2018,6,Silver,2007,Hatchback,65770,1.4L,Manual,Petrol,2495,5,5,Tyre Alignment,0,7,6/7/18,1,10.2495,0.5,0,0,6/7/18
Fiat,Grande Punto,2018,4,Blue,2006,Hatchback,75535,1.2L,Manual,Petrol,1495,5,5,Flat Tyres,0,8,4/8/18,1,20.4485,1,0,0,4/8/18
Ford,Ka+,2021,6,Black,2019,Hatchback,11705,1.2L,Manual,Petrol,9000,5,5,Tyre Alignment,0,19,6/19/21,1,10.9,0.5,0,0,6/19/21
Ford,EcoSport,2021,1,Black,2019,SUV,5000,1.0L,Automatic,Petrol,18888,5,5,Alternator Failing,0,15,1/15/21,1,417.76,2,0,0,1/15/21
Bentley,Continental,2018,3,Black,2005,Coupe,105000,6.0L,Automatic,Petrol,20950,20,0,Warning Light,0,14,3/14/18,3,749.5,27,1,0,3/20/18
Ford,Transit Custom,2021,5,Grey,2019,Combi Van,12459,2.0L,Automatic,Diesel,33000,6,5,Transmission Issue,1,12,5/12/21,1,179,4,0,0,5/13/21
Fiat,Punto Evo,2018,3,White,2012,Hatchback,109577,1.4L,Manual,Petrol,2390,4,3,Sensor Malfunction,0,9,3/9/18,1,996.6192024,547.2017522,1,0,3/25/18
Honda,Civic,2018,4,Blue,2010,Hatchback,66897,1.8L,Manual,Petrol,5350,5,5,Alternator Failing,0,6,4/6/18,1,147,2,0,0,4/6/18
Honda,HR-V,2018,4,Blue,2015,SUV,22758,1.6L,Manual,Diesel,15190,5,5,Steering Wheel Shaking,0,19,4/19/18,1,35.19,1,0,0,4/19/18
Ford,Mondeo,2018,4,Blue,2011,Estate,120000,2.0L,Manual,Diesel,3495,5,5,Tyre Alignment,0,14,4/14/18,1,10.3495,0.5,0,0,4/14/18
Bentley,Continental,2021,5,White,2019,Coupe,6731,6.0L,Automatic,Petrol,147900,4,2,Windscreen Crack,0,15,5/15/21,3,148.74,3,0,0,5/15/21
Fiat,Grande Punto,2018,5,Blue,2007,Hatchback,49101,1.2L,Manual,Petrol,1585,4,3,Sensor Malfunction,0,11,5/11/18,1,805.1235655,541.5449454,1,0,5/26/18
Ford,Fiesta,2018,5,Red,2005,Hatchback,50000,2.0L,Manual,Petrol,2895,5,3,Gear Box Issue,0,1,5/1/18,1,373.2794986,231.2677266,1,0,5/28/18
Fiat,Fullback,2018,5,Grey,2017,Pickup,6102,2.4L,Automatic,Diesel,24000,5,4,Starter Motor Issue,0,6,5/6/18,1,300,3,0,0,5/6/18
Ford,Ranger,2017,8,Green,2007,Pickup,68317,2.5L,Manual,Diesel,5994,2,2,Warning Light,0,2,8/2/17,1,239.94,9,0,0,8/4/17
Ford,S-Max,2021,5,Grey,2019,MPV,24800,1.5L,Manual,Petrol,17500,7,5,Brake Pads Worn,0,25,5/25/21,1,48.75,2,0,0,5/25/21
Ford,Focus,2018,4,Silver,2006,Hatchback,122213,1.6L,Manual,Petrol,1000,5,5,Gear Box Issue,0,8,4/8/18,1,50,2,0,0,4/8/18
Ford,Edge,2021,5,Maroon,2019,SUV,22646,2.0L,Automatic,Diesel,25895,5,5,Windscreen Crack,0,27,5/27/21,1,35.537,1,0,0,5/27/21
Ford,Mondeo,2018,7,White,2013,Hatchback,79134,1.6L,Manual,Petrol,5995,5,5,Transmission Issue,3,2,7/2/18,1,213.955,8,0,0,7/4/18
Ford,Fiesta,2018,7,Silver,2003,Hatchback,83527,1.4L,Manual,Petrol,1499,5,5,Radiator Leaking,0,25,7/25/18,1,69.98,2,0,0,7/25/18
Ford,Ka,2018,8,Silver,2015,Hatchback,20378,1.2L,Manual,Petrol,6480,4,3,Excessive Emissions,0,13,8/13/18,1,111.9428883,81.8583721,1,0,9/2/18
Dacia,Sandero,2021,5,White,2019,Hatchback,31547,1.0L,Manual,Petrol,6290,5,5,Gear Box Issue,0,26,5/26/21,1,102.9,2,0,0,5/26/21
Citroen,Grand C4 Picasso,2018,8,Brown,2007,MPV,79000,1.6L,Manual,Diesel,2495,7,5,Windscreen Crack,0,23,8/23/18,2,168.7381501,2,1,0,8/23/18
Fiat,Punto,2018,5,White,2015,Hatchback,19237,1.2L,Manual,Petrol,5488,5,3,Engine Issue,4,26,5/26/18,1,474.4,10,0,0,5/28/18
Fiat,500,2018,3,White,2017,Hatchback,7246,1.2L,Manual,Petrol,8295,4,3,Radiator Leaking,0,20,3/20/18,1,205.9,2,0,0,3/20/18
Honda,Civic,2018,5,Silver,2012,Hatchback,66900,2.2L,Manual,Diesel,6600,5,5,Engine Issue,2,27,5/27/18,1,1310,16,0,0,5/31/18
Ford,S-Max,2017,11,Silver,2012,MPV,57000,2.2L,Manual,Diesel,10495,7,5,Electrical Issue,2,20,11/20/17,1,30.99,0.5,0,0,11/20/17
Ford,Focus CC,2018,5,Red,2007,Convertible,60811,2.0L,Manual,Diesel,3996,4,2,Excessive Emissions,0,1,5/1/18,1,23.5964,1,0,0,5/1/18
Citroen,Berlingo,2018,5,White,2010,MPV,136000,1.6L,Manual,Diesel,3479,5,5,Windscreen Crack,0,18,5/18/18,2,42.0874,2,0,0,5/18/18
Ford,Ka,2018,5,Gelb,2014,Hatchback,16000,1.2L,Manual,Petrol,6495,4,3,Electrical Issue,5,15,5/15/18,1,66.495,3,1,1,5/15/18
Ford,Mondeo,2018,5,Black,2008,Hatchback,130000,2.0L,Automatic,Diesel,1990,5,5,Tyre Alignment,0,2,5/2/18,1,10.199,0.5,0,0,5/2/18
Ford,B-Max,2018,8,Silver,2016,MPV,8348,1.5L,Manual,Diesel,9730,5,5,Flat Tyres,0,17,8/17/18,1,22.919,1,0,0,8/17/18
Ford,Mondeo,2018,5,Gelb,2008,Saloon,95000,1.8L,Manual,Diesel,2695,5,4,Tyre Alignment,0,6,5/6/18,1,10.2695,0.5,1,1,5/6/18
Fiat,500L,2018,4,Yellow,2015,MPV,12639,1.4L,Manual,Petrol,9699,5,5,Flat Tyres,0,12,4/12/18,1,22.9097,1,0,0,4/12/18
Citroen,Berlingo Multispace,2018,4,Beige,2003,MPV,138000,1.9L,Manual,Diesel,1100,5,5,Steering Wheel Shaking,0,9,4/9/18,2,41.1,2,0,0,4/9/18
Ford,Mondeo,2018,5,Silver,2016,Hatchback,13100,1.5L,Manual,Diesel,14670,5,5,Electrical Issue,5,11,5/11/18,1,74.67,3,0,0,5/11/18
Ford,S-Max,2018,7,Silver,2007,MPV,126000,1.8L,Manual,Diesel,2695,7,5,Tyre Alignment,0,19,7/19/18,1,10.2695,0.5,0,0,7/19/18
Ford,Focus C-Max,2018,4,Grey,2006,MPV,100000,1.6L,Manual,Petrol,1595,5,5,Flat Tyres,0,26,4/26/18,1,20.4785,1,0,0,4/26/18
Ford,Fiesta,2018,7,Gelb,2018,Hatchback,3063,1.1L,Manual,Petrol,13299,5,3,Windscreen Crack,0,1,7/1/18,1,27.9794,1,1,1,7/1/18
Dacia,Duster,2021,4,White,2019,SUV,13642,1.3L,Manual,Petrol,13325,5,5,Radiator Leaking,0,1,4/1/21,1,306.5,2,0,0,4/1/21
